"","Area","Perimeter","MajorAxisLength","MinorAxisLength","AspectRatio","Eccentricity","ConvexArea","EquivalentDiameter","Extent","Solidity","Roundness","Compactness","SF1","SF2","SF3","SF4","Class"
"40",43357,744.025,349.8779817,158.4107204,2.20867616040461,0.837046706,60481,234.954989181082,0.743580122,0.71686976075131,0.984224182297175,0.671534081794671,0.00806969997232281,0.00365363656157022,0.450958023011812,0.996020234769382,"HOROZ"
"41",50311,1093.501,339.543917,176.5838417,1.92284817076782,0.818303919,47620,253.096729996993,0.77889137,1.0565098698026,0.528730598625813,0.745402044699252,0.00674890018087496,0.00350984559440281,0.555624208241825,1.06838099245211,"SIRA"
"42",193747,1531.5,615.2145855,366.2293947,1.67986129568862,0.760212203,195768,496.675288366357,0.791283863,0.989676555923338,1.03803225417617,0.807320405062725,0.00317535025316521,0.00189024549902708,0.651766236430643,1.09487687441647,"BOMBAY"
"43",162924,1541.325,573.8803573,339.0080508,1.69282220863411,0.784613906,165295,455.457220369193,0.795351763,0.985655948455791,0.861799986183437,0.793644902766901,0.00352238072536888,0.00208077416955145,0.629872231687884,1.06626170240318,"BOMBAY"
"44",57709,1046.611,396.1160579,166.9892185,2.37210558536748,0.902095112,54612,271.067115097205,0.700478885,1.05670914817256,0.662037855127373,0.684312361721111,0.00686402567883692,0.00289364256008595,0.468283408404324,1.11081768861082,"HOROZ"
"45",51711,1093.095,302.641265,208.4467721,1.4518875104231,0.589714174,51909,256.594018047576,0.770125081,0.996185632549269,0.543847310096955,0.847848749401627,0.00585255100462184,0.00403099479994585,0.718847501861903,1.04368570985214,"SEKER"
"46",175165,1527.458,619.3011455,369.8462112,1.67448287084142,0.847023059,178811,472.257350237701,0.744982594,0.979609755551952,0.943449465098763,0.762564955142169,0.00353553018867925,0.00211141615733737,0.581505310810978,0.973720682256301,"BOMBAY"
"47",40804,648.091,228.0916107,213.5240095,1.06822465180432,0.530157455,55837,227.932591753294,0.781544897,0.73076991958737,1.22078904097751,0.999302828603742,0.00558993262180178,0.0052329185741594,0.99860614325544,1.0667356996687,"SEKER"
"48",34360,937.663,215.068537,170.5984657,1.26067099207212,0.586901424,31533,209.161446631783,0.783663391,1.08965211048743,0.491099464803475,0.972533916626694,0.00625927057625146,0.00496503101571595,0.945822218989257,1.19237063513704,"SEKER"
"49",49329,819.647,268.55043,214.8248127,1.25009037189306,0.605862982,52212,250.614511755087,0.752055324,0.944782808549759,0.92269563952882,0.933212103794015,0.0054440679924588,0.00435493954266253,0.870884830667652,1.08868474184535,"SEKER"
"50",38344,782.719,258.9193306,161.2335571,1.60586502746084,0.778719053,43422,220.954966233676,0.692485802,0.883054672746534,0.786494206165933,0.853373773683302,0.00675253835280618,0.00420492272845817,0.728246797610479,1.16946606364302,"SIRA"
"51",64335,846.747,425.8694216,213.0649686,1.99877729501141,0.88898312,67013,286.20598545547,0.801945726,0.960037604643875,1.12758641798655,0.672051034751893,0.00661956045076552,0.00331180490557239,0.45165259331109,0.90275294874323,"HOROZ"
"52",23366,751.758,208.6804806,154.7458056,1.34853723363213,0.758207782,23708,172.48337659694,0.760597009,0.985574489623756,0.519562884809823,0.826542933488624,0.00893094584438928,0.00662269132928186,0.68317322089998,0.921284525404014,"DERMASON"
"53",104933,1207.445,479.0315673,267.1465577,1.79314145547757,0.847692049,100802,365.519965457011,0.79127348,1.04098132973552,0.904455571759932,0.763039412031274,0.00456511838315878,0.00254587744274918,0.582229144313032,1.04401921525493,"CALI"
"54",41709,787.968,363.3600229,172.8217374,2.1025134243327,0.911070902,31497,230.446410628065,0.660362793,1.32422135441471,0.844155549522284,0.634209588575148,0.00871178937159846,0.00414351188952025,0.402221802240659,0.845676738770275,"HOROZ"
"55",60613,1157.461,368.1961368,194.4211853,1.89380666634584,0.89443358,58952,277.803651028982,0.815848482,1.02817546478491,0.56854246801739,0.75449909236794,0.0060745407222873,0.00320758228927788,0.569268880384046,1.07808520061454,"HOROZ"
"56",42864,793.403,277.1766475,214.8487363,1.29010136281635,0.809630419,29066,233.615367314584,0.71830348,1.47471272276887,0.855686900852927,0.842839284700505,0.00646642048105636,0.00501233520670026,0.710378059834459,0.916459703107268,"SIRA"
"57",45712,1101.432,320.5066396,186.2023078,1.7212817788717,0.764967607,61398,241.251582521097,0.658444134,0.744519365451643,0.473505150344558,0.752719453244978,0.00701143331291565,0.0040733791520826,0.566586575293418,0.97525514820588,"SIRA"
"58",24588,735.276,260.6683088,145.0168418,1.79750369380889,0.758884508,28511,176.936186027472,0.757057914,0.862403984427063,0.571521124677618,0.67877904622164,0.0106014441516187,0.0058978705791443,0.46074099358956,0.828183637866413,"DERMASON"
"59",146469,1542.745,546.1330352,335.3623545,1.62848640544119,0.780343538,148196,431.845021828219,0.736025998,0.988346514075953,0.773334322003001,0.790732283151617,0.00372865954707139,0.00228964732810356,0.625257543618169,1.01822340968174,"BOMBAY"
"60",31141,812.048,275.4822739,182.2212759,1.51180081765633,0.713035966,35295,199.122958652682,0.797666284,0.882306275676441,0.593443006784321,0.722815867001895,0.00884628861950483,0.00585149082881089,0.522462777589701,0.789859654355108,"DERMASON"
"61",30886,700.573,247.4257937,180.110589,1.37374373752117,0.730041706,32156,198.306017504992,0.758179018,0.960505037940042,0.790796502447773,0.8014767358711,0.00801093679013145,0.00583146373761575,0.642364958142593,0.882444838451437,"DERMASON"
"62",154286,1751.418,541.2182657,343.2440628,1.57677385964096,0.767341635,155410,443.218948601038,0.808021694,0.992767518177723,0.632057757734426,0.818928289546525,0.00350788967048209,0.00222472591680386,0.670643543419597,1.05745320840101,"BOMBAY"
"63",45595,1067.196,331.2126978,175.9830837,1.88207122432643,0.811481848,31756,240.942642639695,0.771218626,1.43579166141831,0.503081916277348,0.727455934630822,0.00726423287202544,0.00385970136418467,0.529192136829603,0.995977292866811,"SIRA"
"64",60669,956.474,427.5686775,204.8523237,2.08720442989049,0.89617044,80531,277.931951994616,0.68769564,0.753362059331189,0.833355608466967,0.650028794484404,0.00704756428324185,0.00337655678682688,0.422537433658848,0.881922003327306,"HOROZ"
"65",39579,639.78,283.8359084,172.3193728,1.64715031042639,0.802656417,46316,224.485072869162,0.80163991,0.854542706624061,1.21510375232264,0.79089736790034,0.00717137644710579,0.00435380815078703,0.625518646551686,1.0303232328451,"SIRA"
"66",26380,837.456,233.0879711,148.932033,1.56506270951126,0.79112928,42848,183.270453674654,0.691116868,0.615664675130695,0.472672850977329,0.786271607280957,0.00883578358984079,0.00564564188779378,0.618223040416179,0.967557826716034,"DERMASON"
"67",40204,856.605,285.3561661,207.559316,1.37481743339335,0.635708327,39603,226.250574930833,0.805732924,1.01517561800874,0.688522153214748,0.792870811319864,0.00709770585265148,0.0051626533678241,0.62864412344302,0.864270900309748,"DERMASON"
"68",29066,436.646,193.2921023,159.6612025,1.21063914885647,0.691906722,27461,192.374584099023,0.742951399,1.05844652416154,1.91573820852116,0.995253203881282,0.00665011017339847,0.0054930572662217,0.990528939835956,1.1991731126407,"DERMASON"
"69",72931,918.393,376.782537,234.7348551,1.60514098700632,0.803304674,72697,304.72714555333,0.79316685,1.00321883984208,1.08658799566442,0.808761329491578,0.00516628781999424,0.00321858818746486,0.654094888080985,1.0499145142501,"CALI"
"70",27070,695.449,219.2878547,182.2055369,1.2035191599054,0.789280204,30808,185.651809783748,0.762154911,0.878667878473124,0.70334360945258,0.846612367281952,0.00810077039896564,0.00673090272995936,0.716752500434751,0.862625367183325,"DERMASON"
"71",52334,751.699,397.765289,153.2459865,2.59560004202785,0.921068236,50289,258.135077690286,0.686363314,1.04066495655113,1.1638736853437,0.648963307832238,0.0076005137960026,0.00292822995566935,0.42115337491256,1.09314571762321,"HOROZ"
"72",31560,573.877,240.6494032,167.3759454,1.4377777082895,0.705369338,45771,200.458075496703,0.784135274,0.689519564789932,1.2042293835553,0.832988043315882,0.00762513951837769,0.00530342032319392,0.693869080307221,0.997629496137057,"DERMASON"
"73",53733,803.728,403.445171,197.5298204,2.04245197096327,0.829126728,73421,261.56257464946,0.792382543,0.731847836450062,1.04528027677793,0.6483224820888,0.00750833139783746,0.00367613608769285,0.420322040781782,0.858487580634054,"HOROZ"
"74",27098,789.195,200.6262135,158.7850041,1.26350857020257,0.787256456,23846,185.747799941839,0.823829539,1.13637507338757,0.54673698346088,0.925840131762438,0.00740372771053214,0.00585965769060447,0.857179949581888,1.08305421250252,"DERMASON"
"75",45530,839.208,303.7319429,220.2917661,1.37877120092688,0.697774003,39523,240.77083808425,0.715909277,1.15198745034537,0.81239694921934,0.792708319663041,0.00667102883593235,0.00483838713156161,0.628386480063002,0.866401181762679,"SIRA"
"76",80968,1095.102,439.1664627,241.3372998,1.81972062778503,0.85735881,99597,321.078899116894,0.77032534,0.812956213540568,0.84842631772111,0.731109787261299,0.00542395097692916,0.00298065037792708,0.534521521029262,0.972679837811977,"CALI"
"77",38082,620.805,239.1212386,205.8351446,1.16171239398736,0.620116996,38367,220.198792781896,0.723526728,0.992571741340214,1.24170720329964,0.920866728823879,0.00627911450554067,0.00540505080090331,0.847995532254791,0.985126919866297,"SEKER"
"78",37147,818.538,306.1069962,190.0368106,1.61077738167429,0.844948396,38111,217.478802112475,0.737628734,0.974705465613602,0.69671621438521,0.710466617268629,0.0082404230812717,0.00511580506097397,0.504762814253128,0.813060524309198,"HOROZ"
"79",36358,936.816,302.7706678,150.2335867,2.0153327524863,0.861224123,37328,215.156787872196,0.773347857,0.97401414487784,0.520596507595278,0.710626261901701,0.0083274841245393,0.00413206410418615,0.504989684104385,1.01772225004328,"HOROZ"
"80",63441,1127.036,408.2342855,202.275652,2.01820773515539,0.869342581,64338,284.210467712826,0.729166223,0.986058006154994,0.627630885407376,0.696194508417462,0.00643486523699185,0.00318840579436011,0.484686793550631,0.978198635871548,"HOROZ"
"81",47540,940.617,327.7614985,171.8595398,1.90714753967938,0.773087381,63251,246.028063351947,0.73559192,0.751608670218653,0.675217040742819,0.750631372134598,0.00689443623264619,0.00361505132099285,0.563447456832669,1.07457743103703,"SIRA"
"82",43438,849.103,300.6274184,173.102266,1.7367041191708,0.830480747,44242,235.174359453164,0.662094633,0.981827223000769,0.757109916235777,0.782278478472821,0.0069208393204107,0.00398504226713937,0.611959617881751,1.06279278914143,"SIRA"
"83",49541,828.602,292.3240191,187.822621,1.55638345127768,0.753543121,45687,251.152464223875,0.791639949,1.08435660034583,0.906739798789859,0.859157810559381,0.0059006483337034,0.0037912561514705,0.73815214344519,1.14884778058324,"SIRA"
"84",35071,723.046,240.1364583,172.8129481,1.38957445573489,0.74863063,34461,211.314419937227,0.692759988,1.01770116943792,0.842997249487519,0.879976416047723,0.00684715172934903,0.00492751698269225,0.774358492800195,1.07602878117652,"DERMASON"
"85",69328,1126.396,411.4595389,213.5958153,1.92634644233126,0.808947091,74114,297.104613154019,0.720782211,0.93542380656826,0.686651442263566,0.722074918832363,0.00593496911637434,0.00308094587035541,0.521392188406764,1.00438198719668,"CALI"
"86",35140,677.669,261.4237338,156.8945583,1.66623837456573,0.792119837,36984,211.522191748274,0.703585409,0.95014060134112,0.961559986375755,0.809116252276074,0.00743949157085942,0.00446484229652817,0.65466910969728,1.09083479322039,"DERMASON"
"87",146197,1394.331,538.7438357,363.8074599,1.48084878701521,0.737108394,150585,431.443856975211,0.758022912,0.970860311452004,0.944966817894139,0.800833027471448,0.00368505397306374,0.00248847418141275,0.641333537889085,0.949717991655225,"BOMBAY"
"88",176871,1865.829,586.4790588,390.6656083,1.50123032675462,0.750681985,182288,474.551526724815,0.713004627,0.97028328798385,0.638444011169319,0.809153403867138,0.00331585765218719,0.00220876010369139,0.654729230989775,0.982899377374579,"BOMBAY"
"89",24826,531.869,216.8466484,149.6659193,1.44887125548829,0.786702238,25224,177.790452324064,0.737537466,0.984221376466857,1.10282666607248,0.819890247951205,0.00873465916377991,0.00602859579875937,0.672220018685488,0.973960262437204,"DERMASON"
"90",61255,955.35,422.9954661,182.5408316,2.31726492309899,0.869595957,62146,279.270994399262,0.772639227,0.985662794065587,0.843386009287658,0.660222193334903,0.00690548471308465,0.0029800152085544,0.43589334457195,1.01008035758888,"HOROZ"
"91",41107,877.427,251.5994028,202.734928,1.24102642441563,0.714176509,40026,228.777310862394,0.717424911,1.02700744516065,0.670970858613693,0.909291947104708,0.00612059753326684,0.00493188332887343,0.826811845069471,1.02609534775105,"SIRA"
"92",89461,1258.577,434.7070051,235.9234328,1.84257663573637,0.782040234,89993,337.498567273333,0.790459883,0.994088429100041,0.709715075763184,0.776381708400799,0.00485917891707001,0.00263716516470864,0.602768557139343,1.11064726014148,"CALI"
"93",72854,1094.802,382.1377754,245.2982083,1.55784984345522,0.835484675,73792,304.566238759544,0.759120908,0.987288594969644,0.763821891321836,0.797006363583766,0.00524525455568672,0.00336698339555824,0.635219143593018,0.98957604340614,"CALI"
"94",35460,968.372,255.4953848,205.3487283,1.24420242051238,0.678559636,35759,212.483115226384,0.776385059,0.991638468637266,0.475186559435347,0.831651481269278,0.00720517159616469,0.00579099628595601,0.691644186297384,0.860545370724524,"SEKER"
"95",205281,1858.517,684.2661998,402.8227468,1.69867815369358,0.840649018,208603,511.245427346572,0.823124142,0.984075013302781,0.746836513290553,0.747144061033558,0.0033333148211476,0.00196229922301626,0.558224247937717,0.948243334833828,"BOMBAY"
"96",152745,1706.095,560.8627309,363.1338825,1.54450674511211,0.734916021,157801,440.999970816975,0.811693922,0.967959645376138,0.659432650310689,0.786288598832935,0.00367188929850404,0.00237738637925955,0.618249760654661,0.954890925495073,"BOMBAY"
"97",170077,1565.711,592.9704065,401.8447062,1.47562079915736,0.763790337,170422,465.34800101636,0.782489449,0.997975613477133,0.871830875344091,0.784774410181902,0.00348648204342739,0.00236272221523192,0.615870874876352,0.908791872562787,"BOMBAY"
"98",165882,1774.347,570.0117029,374.3184856,1.52279869904453,0.74379802,165938,459.573195649788,0.781707977,0.999662524557365,0.662112845804802,0.806252210808403,0.00343624807332923,0.00225653467886811,0.650042627433438,0.989884067379131,"BOMBAY"
"99",83231,1200.465,414.7437253,228.1865223,1.8175645130992,0.828907021,81320,325.534945202281,0.673028806,1.02349975405804,0.725764918074054,0.784906257392585,0.00498304388148646,0.00274160495848902,0.616077832894035,1.11976120637526,"CALI"
"100",25839,414.907,193.9110865,127.0694676,1.52602423038719,0.734170258,23513,181.381467069852,0.784555163,1.09892399948964,1.88618393687856,0.935384718551676,0.00750458943844576,0.00491773937071868,0.874944571699998,1.33518661665994,"DERMASON"
"101",84766,1274.108,423.9741553,217.2207298,1.95181259031015,0.81705742,84898,328.523093935603,0.742883693,0.998445193055196,0.656174076405611,0.77486584931844,0.00500170062643041,0.00256259266451171,0.600417084439987,1.17190162484728,"CALI"
"102",74526,1272.056,434.79157,217.5075636,1.99897218654699,0.87480584,75629,308.04131266915,0.775778812,0.98541564743683,0.578768937673534,0.708480416649176,0.00583409239728417,0.00291854605909347,0.501944500775391,1.00337309624022,"CALI"
"103",48843,790.162,383.3968625,168.2646575,2.27853470952449,0.882283333,51383,249.376901663926,0.717245666,0.950567308253703,0.983059750270863,0.650440642726768,0.00784957644903057,0.0034450106975411,0.423073029710811,0.963986582859768,"HOROZ"
"104",56979,1035.291,374.8526948,193.8884406,1.93334215098123,0.819576975,56289,269.347203474372,0.642195186,1.01225816767042,0.668035912038356,0.718541462315165,0.0065787868302357,0.00340280525456747,0.516301833066015,0.998188096495401,"HOROZ"
"105",49021,877.701,327.474476,211.4794233,1.54849332805042,0.806977462,47699,249.830894251416,0.749445,1.02771546573303,0.799647979165146,0.76290188262311,0.00668028959017564,0.00431405771608086,0.582019282509885,0.901252975763249,"SIRA"
"106",36679,672.336,252.495942,152.0495858,1.66061578314408,0.707244155,34781,216.10449616179,0.799954421,1.0545700238636,1.01965820604235,0.855873145722832,0.00688393745740069,0.00414541251942528,0.732518841569497,1.21643234976072,"DERMASON"
"107",45329,1046.529,289.3934607,211.9704107,1.36525404533738,0.633866207,46765,240.23878813235,0.771036654,0.969293274885064,0.520095944575645,0.830145876659576,0.00638428954311809,0.00467626487899579,0.689142176534896,0.940854144326871,"SEKER"
"108",74159,1084.16,383.0446402,216.5278358,1.76903186042928,0.771047218,70793,307.281908673477,0.811113606,1.04754707386324,0.7928425852534,0.802209132891234,0.00516518076295527,0.00291977825752774,0.643539492894106,1.13844186637418,"CALI"
"109",35158,501.619,269.3271332,221.0136035,1.21859980080366,0.556030137,37326,211.576359534327,0.782660323,0.941917162299737,1.7558445733761,0.785573874494154,0.00766047935604983,0.00628629624836453,0.617126312287757,0.752030001224561,"SEKER"
"110",30409,477.965,222.8481502,159.9585338,1.3931619958372,0.62208595,34020,196.768750862152,0.743498704,0.893856554967666,1.67270675728314,0.882972331991795,0.00732836167581966,0.00526023656812128,0.779640139063029,1.08616501217184,"DERMASON"
"111",39812,552.82,253.8965026,212.5910614,1.19429528658442,0.703844802,26696,225.14487059446,0.739978312,1.49130955948457,1.63702897425296,0.886758455862481,0.00637738628051844,0.00533987394252989,0.786340559043611,0.939122823315947,"SEKER"
"112",42112,924.519,290.5191338,181.5361088,1.60033800283814,0.767033264,44033,231.557042017485,0.81675557,0.956373628869257,0.619133138573547,0.797045753884472,0.00689872563164894,0.00431079285714286,0.635281933785266,1.01666582115307,"SIRA"
"113",62171,1091.502,369.2539904,179.7429234,2.05434508026924,0.862307986,65682,281.351338606607,0.626118416,0.946545476690722,0.655765621861678,0.761945289479009,0.00593932847147384,0.00289110555403645,0.580560624159251,1.19267186203959,"HOROZ"
"114",37350,983.061,242.2645622,195.909306,1.23661589715396,0.516119038,41698,218.072228850577,0.783355515,0.89572641373687,0.485668052117251,0.900140849616085,0.00648633365997323,0.00524522907630522,0.810253549147567,1.0019724196013,"SEKER"
"115",40177,814.459,260.2386663,189.4524814,1.37363556484935,0.755041661,55335,226.174590060034,0.717835446,0.726068491912894,0.761112606933014,0.869104477346587,0.00647730458471265,0.00471544618562859,0.755342592543885,1.03756544876379,"SIRA"
"116",34896,851.733,271.3839882,186.3451045,1.45635158448716,0.656372747,38355,210.786544051271,0.817975622,0.909816190848651,0.604475306359272,0.776709582055109,0.00777693684662999,0.0053400133109812,0.603277774856222,0.878584543297746,"SEKER"
"117",48608,666.347,308.4624695,170.5201954,1.80894977733529,0.794173452,50270,248.776260504267,0.698332244,0.966938531927591,1.37567778004612,0.806504145893401,0.00634591979715273,0.00350806853604345,0.650448937343244,1.17662946037504,"SIRA"
